"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2018-11-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Belarús","BLR","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","2.6","1.7","0.7","0.5","0.3","0.1","0.1","0","0","0","0","0","0","0","0","0","0","0","",
"Belice","BLZ","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","4.5","","5.5","7.7","6.1","6.6","","","","","","","","","","","","","","","","","","",
"Bermudas","BMU","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","","","","","","","10","","15.3","17.6","12.3","13.4","","6","9.9","8","6","5","5","","3.1","4","3.1","2.6","2.8","3","",
"Brasil","BRA","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","8.6","8.7","11.3","10.7","9","4.1","7.3","8.6","7.7","8.8","","9.1","8.6","","5.3","6.1","6","5.2","5.4","","4.6","3.9","4.3","3.6","3.2","2.7","2.8","2.2","2.1","","2","1.5","1.5","1","1.2","","",
"Barbados","BRB","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhután","BTN","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","","","","1.6","","","","","0.4","","","","","0.2",
"Botswana","BWA","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","17.9","","","","","","","","13.5","","","","","","","","","11.4","","","","","","","5.8","","","","","","","","",
"República Centroafricana","CAF","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.8","","","","","","","","","","","30.3","","","","","33.1","","","","","","","","","",
"Canadá","CAN","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","0.4","","","","","","0.1","","","","0.1","","","0.2","","","0.2","0.2","","0.1","","","","0.1","","","0.1","","","0.1","","","0.2","","","","",
"Europa Central y del Báltico","CEB","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suiza","CHE","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","",
"Islas del Canal","CHI","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1","","","2.8","","1.5","","1.9","","1.2","","1.3","","1.8","","","1.8","","","0.9","","","1.3","","0.7","","0.5","","0.8","","",
"China","CHN","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4","","","20.6","","","13","","","13.2","","","10.2","","","4.9","","","3.9","","2.7","1.8","1.4","0.4","0.3","0.2","","",
"Côte d'Ivoire","CIV","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","0.6","1.6","2.6","","","","6.7","","","4.7","","","7.6","","","","7.1","","","","","","10.4","","","","","","","9.1","","",
"Camerún","CMR","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.3","","","","","6.1","","","","","","8.3","","","","","","","7.6","","","",
